"","brand_id","active_num","user_num","month_num","user_active_ratio","buy_convert"
"762",3587,1,1,1,1,0
"763",3590,1,1,1,1,0
"764",3593,1,1,1,1,0
"765",3619,2,2,1,1,0
"766",3621,2,2,1,1,0
"767",3625,2,2,2,1,0
"768",3626,11,8,3,0.7273,0.0476190476190476
"769",3627,349,52,3,0.149,0.058252427184466
"770",3629,1,1,1,1,0
"771",3631,1,1,1,1,0
"772",3633,3,2,2,0.6667,0
"773",3640,2,2,2,1,0
"774",3647,32,13,2,0.4063,0.115384615384615
"775",3650,8,4,2,0.5,0
"776",3654,2,2,2,1,0
"777",3655,1,1,1,1,0
"778",3658,3,2,2,0.6667,0
"779",3665,16,6,1,0.375,0.0132450331125828
"780",3671,2,1,1,0.5,0
"781",3677,7,5,3,0.7143,0
"782",3678,6,2,1,0.3333,0
"783",3697,2,2,2,1,0
"784",3699,14,3,2,0.2143,0.25
"785",3702,1,1,1,1,0
"786",3710,4,1,2,0.25,0
"787",3717,1,1,1,1,0
"788",3719,47,28,3,0.5957,0.0111111111111111
"789",3720,94,30,3,0.3191,0
"790",3723,1,1,1,1,0
"791",3734,1,1,1,1,0
"792",3740,124,17,3,0.1371,0.0229885057471264
"793",3745,2,1,1,0.5,0
"794",3752,2,2,2,1,0
"795",3755,6,3,1,0.5,0
"796",3759,5,2,1,0.4,0
"797",3761,1,1,1,1,0
"798",3766,5,2,1,0.4,0
"799",3771,2,2,1,1,0
"800",3774,7,6,2,0.8571,0
"801",3775,11,4,3,0.3636,0.0294117647058824
"802",3776,1,1,1,1,0
"803",3802,2,2,2,1,0
"804",3804,17,9,2,0.5294,0.333333333333333
"805",3809,19,5,3,0.2632,0.142857142857143
"806",3810,1,1,1,1,0
"807",3813,1,1,1,1,0
"808",3817,8,2,2,0.25,0.00171232876712329
"809",3821,5,1,1,0.2,0
"810",3822,1,1,1,1,0
"811",3826,2,1,1,0.5,0
"812",3827,7,2,1,0.2857,0
"813",3828,2,1,1,0.5,0
"814",3834,1,1,1,1,0
"815",3839,1,1,1,1,0
"816",3844,1,1,1,1,0
"817",3847,9,1,1,0.1111,0.00518134715025907
"818",3850,1,1,1,1,0
"819",3852,1,1,1,1,0
"820",3854,7,1,1,0.1429,0.00833333333333333
"821",3857,8,3,2,0.375,0
"822",3861,5,1,1,0.2,0
"823",3863,5,4,2,0.8,0
"824",3866,6,5,2,0.8333,0
"825",3874,5,5,3,1,0
"826",3886,13,4,2,0.3077,0
"827",3887,1,1,1,1,0
"828",3888,9,5,2,0.5556,0
"829",3889,1,1,1,1,0
"830",3913,13,2,1,0.1538,0.0869565217391304
"831",3920,1,1,1,1,0
"832",3926,23,13,2,0.5652,0
"833",3933,1,1,1,1,0
"834",3935,1,1,1,1,0
"835",3936,1,1,1,1,0
"836",3937,30,16,2,0.5333,0
"837",3941,29,9,3,0.3103,0
"838",3946,1,1,1,1,0
"839",3954,5,2,1,0.4,0.0285714285714286
"840",3972,1,1,1,1,0
"841",3974,8,2,2,0.25,0
"842",3977,2,2,1,1,0
"843",3979,10,2,1,0.2,0.010989010989011
"844",3980,1,1,1,1,0
"845",3991,1,1,1,1,0
"846",3999,3,3,2,1,0.0769230769230769
"847",4003,23,3,2,0.1304,0.0133333333333333
"848",4010,1,1,1,1,0
"849",4014,8,4,3,0.5,0.125
"850",4019,5,3,2,0.6,0.0087719298245614
"851",4021,2,2,2,1,0
"852",4022,2,2,1,1,0
"853",4036,1,1,1,1,0
"854",4037,2,2,2,1,0
"855",4038,3,3,3,1,0
"856",4039,51,21,3,0.4118,0.113636363636364
"857",4040,1,1,1,1,0
"858",4046,1,1,1,1,0
"859",4047,6,2,1,0.3333,0
"860",4050,3,1,1,0.3333,0
"861",4052,13,8,2,0.6154,0
"862",4053,2,2,1,1,0
"863",4058,3,2,2,0.6667,0
"864",4059,15,6,1,0.4,0.0909090909090909
"865",4060,6,5,2,0.8333,0
"866",4067,12,5,1,0.4167,0
"867",4076,29,5,3,0.1724,0
"868",4078,159,37,3,0.2327,0.029126213592233
"869",4080,5,4,2,0.8,0
"870",4090,3,1,1,0.3333,0
"871",4102,1,1,1,1,0
"872",4111,3,3,2,1,0
"873",4125,26,8,2,0.3077,0
"874",4127,16,2,1,0.125,0
"875",4131,2,1,1,0.5,0
"876",4137,1,1,1,1,0
"877",4143,1,1,1,1,0
"878",4147,25,3,2,0.12,0.0029585798816568
"879",4154,1,1,1,1,0
"880",4156,1,1,1,1,0
"881",4157,2,2,1,1,0
"882",4162,40,6,2,0.15,0
"883",4163,3,2,2,0.6667,0.0833333333333333
"884",4169,3,2,2,0.6667,0
"885",4172,42,12,3,0.2857,0.08
"886",4177,1,1,1,1,0
"887",4195,2,1,1,0.5,0
"888",4201,1,1,1,1,0
"889",4212,4,2,2,0.5,0
"890",4214,1,1,1,1,0
"891",4217,1,1,1,1,0
"892",4220,31,9,3,0.2903,0.0224719101123595
"893",4221,7,3,1,0.4286,0.2
"894",4235,4,2,2,0.5,0.0114942528735632
"895",4250,3,3,3,1,0
"896",4254,4,3,3,0.75,0
"897",4259,5,3,1,0.6,0
"898",4260,3,3,2,1,0
"899",4262,6,5,3,0.8333,0
"900",4268,2,2,1,1,0
"901",4270,23,13,3,0.5652,0.0185185185185185
"902",4276,1,1,1,1,0
"903",4279,4,1,1,0.25,0
"904",4281,27,18,3,0.6667,0
"905",4290,2,1,1,0.5,0
"906",4293,1,1,1,1,0
"907",4298,2,2,2,1,0
"908",4300,54,23,3,0.4259,0.5
"909",4302,42,13,1,0.3095,0.0344827586206897
"910",4306,2,1,1,0.5,0
"911",4314,4,2,1,0.5,0
"912",4315,1,1,1,1,0
"913",4316,2,2,2,1,0
"914",4324,74,14,3,0.1892,0.0731707317073171
"915",4329,13,3,2,0.2308,0
"916",4331,12,1,2,0.0833,0
"917",4332,1,1,1,1,0
"918",4335,1,1,1,1,0
"919",4336,2,1,1,0.5,0
"920",4339,9,6,3,0.6667,0
"921",4351,9,4,2,0.4444,0
"922",4354,4,1,1,0.25,0
"923",4355,1,1,1,1,0
"924",4366,20,5,2,0.25,0
"925",4370,9,3,2,0.3333,0
"926",4378,1,1,1,1,0
"927",4381,1,1,1,1,0
"928",4387,1,1,1,1,0
"929",4389,14,2,2,0.1429,0.003690036900369
"930",4396,1,1,1,1,0
"931",4398,3,2,2,0.6667,0
"932",4408,4,3,2,0.75,0
"933",4410,11,3,3,0.2727,0
"934",4411,76,26,3,0.3421,6
"935",4412,1,1,1,1,0
"936",4418,5,2,1,0.4,0
"937",4424,1,1,1,1,0
"938",4427,5,2,2,0.4,0
"939",4430,1,1,1,1,0
"940",4433,2,1,1,0.5,0
"941",4440,3,1,1,0.3333,0.00632911392405063
"942",4441,3,1,1,0.3333,0
"943",4442,1,1,1,1,0
"944",4443,61,20,2,0.3279,0
"945",4452,34,10,3,0.2941,0.0588235294117647
"946",4457,4,1,1,0.25,0
"947",4475,2,1,1,0.5,0
"948",4476,1,1,1,1,0
"949",4479,114,19,2,0.1667,2
"950",4497,1,1,1,1,0
"951",4498,10,4,2,0.4,0
"952",4499,3,1,1,0.3333,0
"953",4509,4,2,2,0.5,0
"954",4510,16,10,3,0.625,0
"955",4511,2,2,1,1,0
"956",4520,6,5,2,0.8333,0
"957",4532,2,1,1,0.5,0
"958",4534,2,2,2,1,0
"959",4538,9,5,2,0.5556,0
"960",4542,1,1,1,1,0
"961",4543,1,1,1,1,0
"962",4545,1,1,1,1,0
"963",4549,1,1,1,1,0
"964",4551,10,1,2,0.1,0
"965",4571,422,106,3,0.2512,1.875
"966",4578,60,19,3,0.3167,0.307692307692308
"967",4581,1,1,1,1,0
"968",4595,19,17,2,0.8947,0.0416666666666667
"969",4598,1,1,1,1,0
"970",4605,1,1,1,1,0
"971",4607,2,2,1,1,0
"972",4621,1,1,1,1,0
"973",4637,1,1,1,1,0
"974",4641,5,4,2,0.8,0
"975",4651,1,1,1,1,0
"976",4657,4,1,1,0.25,0
"977",4658,1,1,1,1,0
"978",4661,3,3,1,1,0
"979",4662,1,1,1,1,0
"980",4664,1,1,1,1,0
"981",4669,1,1,1,1,0
"982",4674,2,2,2,1,0
"983",4677,1,1,1,1,0
"984",4683,11,8,2,0.7273,0.333333333333333
"985",4685,1,1,1,1,0
"986",4691,37,17,3,0.4595,0.0188679245283019
"987",4693,1,1,1,1,0
"988",4694,22,9,3,0.4091,0
"989",4709,62,17,3,0.2742,0.00520833333333333
"990",4718,9,2,2,0.2222,0
"991",4731,118,20,3,0.1695,0.00934579439252336
"992",4734,1,1,1,1,0
"993",4736,5,1,2,0.2,0
"994",4737,1,1,1,1,0
"995",4738,1,1,1,1,0
"996",4741,2,2,2,1,0
"997",4743,1,1,1,1,0
"998",4748,1,1,1,1,0
"999",4750,12,4,2,0.3333,0.0212765957446809
"1000",4757,1,1,1,1,0
"1001",4758,13,12,2,0.9231,0
"1002",4761,9,3,2,0.3333,0.0625
"1003",4762,2,1,1,0.5,0
"1004",4763,16,5,3,0.3125,0
"1005",4767,1,1,1,1,0
"1006",4775,84,26,3,0.3095,2
"1007",4790,1,1,1,1,0
"1008",4792,7,3,2,0.4286,0
"1009",4794,2,1,1,0.5,0
"1010",4795,6,6,3,1,0
"1011",4801,1,1,1,1,0
"1012",4802,2,1,1,0.5,0
"1013",4807,22,9,1,0.4091,0.0512820512820513
"1014",4808,9,5,2,0.5556,0
"1015",4813,2,2,2,1,0
"1016",4814,1,1,1,1,0
"1017",4822,5,1,1,0.2,0
"1018",4831,13,11,3,0.8462,0
"1019",4833,1,1,1,1,0
"1020",4834,13,3,2,0.2308,0
"1021",4837,1,1,1,1,0
"1022",4839,1,1,1,1,0
"1023",4845,4,4,1,1,0
"1024",4846,20,6,3,0.3,0.004739336492891
"1025",4847,1,1,1,1,0
"1026",4852,1,1,1,1,0
"1027",4858,1,1,1,1,0
"1028",4872,1,1,1,1,0
"1029",4887,12,5,3,0.4167,0
"1030",4888,1,1,1,1,0
"1031",4894,1,1,1,1,0
"1032",4899,2,2,2,1,0
"1033",4913,14,13,3,0.9286,0
"1034",4918,6,5,2,0.8333,0
"1035",4919,14,4,3,0.2857,0
"1036",4926,2,2,1,1,0
"1037",4931,2,1,1,0.5,0
"1038",4938,13,6,2,0.4615,0
"1039",4939,67,17,3,0.2537,0
"1040",4940,1,1,1,1,0
"1041",4949,635,81,3,0.1276,0.692307692307692
"1042",4953,28,12,1,0.4286,0.0138888888888889
"1043",4958,18,12,3,0.6667,0.0117647058823529
"1044",4959,3,3,2,1,0
"1045",4964,2,2,2,1,0
"1046",4970,10,3,1,0.3,0
"1047",4972,1,1,1,1,0
"1048",4986,13,2,1,0.1538,0
"1049",4989,2,2,1,1,0
"1050",4993,13,5,2,0.3846,0
"1051",4997,16,2,2,0.125,0
"1052",5001,1,1,1,1,0
"1053",5009,12,2,1,0.1667,0.0333333333333333
"1054",5012,4,4,2,1,0
"1055",5014,14,10,1,0.7143,0.0175438596491228
"1056",5015,18,4,2,0.2222,0.333333333333333
"1057",5030,1,1,1,1,0
"1058",5035,2,1,1,0.5,0
"1059",5036,2,1,1,0.5,0
"1060",5041,6,4,3,0.6667,0
"1061",5043,51,18,2,0.3529,0.184210526315789
"1062",5050,1,1,1,1,0
"1063",5053,20,6,2,0.3,0.0192307692307692
"1064",5054,1,1,1,1,0
"1065",5058,12,9,2,0.75,0
"1066",5062,4,2,2,0.5,0
"1067",5067,7,3,2,0.4286,0.0246913580246914
"1068",5069,3,1,1,0.3333,0
"1069",5077,11,4,2,0.3636,0
"1070",5081,24,6,3,0.25,0.0107142857142857
"1071",5086,56,21,3,0.375,0.0217391304347826
"1072",5087,11,6,2,0.5455,0
"1073",5093,11,1,1,0.0909,0
"1074",5094,5,4,2,0.8,0
"1075",5099,14,4,2,0.2857,0
"1076",5106,2,1,1,0.5,0
"1077",5120,1,1,1,1,0
"1078",5131,15,5,3,0.3333,0.00366300366300366
"1079",5133,6,6,2,1,0
"1080",5136,4,3,2,0.75,0
"1081",5150,36,1,1,0.0278,0.0133333333333333
"1082",5151,3,3,3,1,0
"1083",5152,5,1,1,0.2,0
"1084",5157,11,9,2,0.8182,0
"1085",5169,2,2,1,1,0
"1086",5176,1,1,1,1,0
"1087",5185,101,20,3,0.198,0.119047619047619
"1088",5197,7,3,2,0.4286,0
"1089",5204,1,1,1,1,0
"1090",5211,1,1,1,1,0
"1091",5213,1,1,1,1,0
"1092",5218,3,3,3,1,0
"1093",5219,3,1,1,0.3333,0
"1094",5221,7,3,2,0.4286,0.2
"1095",5226,1,1,1,1,0
"1096",5227,1,1,1,1,0
"1097",5230,1,1,1,1,0
"1098",5237,1,1,1,1,0
"1099",5250,5,2,2,0.4,0
"1100",5254,44,29,1,0.6591,0.00546448087431694
"1101",5260,11,3,2,0.2727,0
"1102",5264,2,1,1,0.5,0.1
"1103",5267,90,16,3,0.1778,0.0344827586206897
"1104",5268,10,8,1,0.8,1
"1105",5283,4,1,1,0.25,0
"1106",5285,11,10,3,0.9091,0
"1107",5297,32,11,3,0.3438,0
"1108",5299,8,3,2,0.375,0
"1109",5300,6,1,1,0.1667,0
"1110",5303,3,2,2,0.6667,0
"1111",5305,3,1,1,0.3333,0.5
"1112",5306,6,1,1,0.1667,0.0303030303030303
"1113",5310,32,21,3,0.6563,0.0625
"1114",5312,3,2,2,0.6667,0
"1115",5314,4,1,2,0.25,0
"1116",5315,20,6,2,0.3,0.0101010101010101
"1117",5319,6,3,2,0.5,0
"1118",5324,18,9,2,0.5,0.333333333333333
"1119",5328,3,2,2,0.6667,0
"1120",5329,2,2,2,1,0
"1121",5330,1,1,1,1,0
"1122",5334,2,2,2,1,0
"1123",5336,65,8,3,0.1231,0.12
"1124",5337,5,4,2,0.8,0
"1125",5341,3,3,2,1,0
"1126",5349,7,5,2,0.7143,0
"1127",5350,1,1,1,1,0
"1128",5357,10,5,3,0.5,0
"1129",5359,2,1,1,0.5,0
"1130",5367,5,1,1,0.2,0.0102040816326531
"1131",5370,7,5,2,0.7143,0
"1132",5372,2,1,1,0.5,0
"1133",5376,1,1,1,1,0
"1134",5377,27,11,3,0.4074,0
"1135",5380,1,1,1,1,0
"1136",5387,2,2,2,1,0
"1137",5393,2,2,2,1,0
"1138",5403,38,2,1,0.0526,0.00483091787439614
"1139",5411,2,2,1,1,0
"1140",5416,1,1,1,1,0
"1141",5421,2,1,1,0.5,0
"1142",5422,3,1,1,0.3333,0
"1143",5429,56,22,3,0.3929,0.0769230769230769
"1144",5430,1,1,1,1,0
"1145",5441,2,2,2,1,0
"1146",5442,1,1,1,1,0
"1147",5443,2,2,1,1,0
"1148",5445,4,1,1,0.25,0.1
"1149",5454,28,18,2,0.6429,0
"1150",5458,5,3,2,0.6,0
"1151",5459,1,1,1,1,0
"1152",5462,2,2,2,1,0
"1153",5464,1,1,1,1,0
"1154",5469,36,22,3,0.6111,0.05
"1155",5470,85,14,3,0.1647,0.166666666666667
"1156",5474,9,5,2,0.5556,0
"1157",5475,3,1,1,0.3333,0
"1158",5478,1,1,1,1,0
"1159",5482,4,4,3,1,0
"1160",5487,9,7,2,0.7778,0
"1161",5506,5,3,3,0.6,0
"1162",5509,4,2,1,0.5,0
"1163",5517,1,1,1,1,0
"1164",5518,1,1,1,1,0
"1165",5519,2,2,1,1,0
"1166",5523,5,4,1,0.8,0
"1167",5529,13,6,2,0.4615,0
"1168",5539,6,5,1,0.8333,0
"1169",5548,1,1,1,1,0
"1170",5551,1,1,1,1,0
"1171",5554,2,1,1,0.5,0
"1172",5557,25,7,3,0.28,0.0555555555555556
"1173",5558,3,3,1,1,0
"1174",5574,15,2,2,0.1333,0.0149253731343284
"1175",5585,4,1,1,0.25,0
"1176",5590,5,5,2,1,0
"1177",5592,7,1,1,0.1429,0.00819672131147541
"1178",5593,25,1,3,0.04,0.00387596899224806
"1179",5594,8,1,1,0.125,0.0149253731343284
"1180",5598,131,29,3,0.2214,0.5
"1181",5615,2,1,1,0.5,0
"1182",5617,1,1,1,1,0
"1183",5619,9,1,1,0.1111,0.00581395348837209
"1184",5620,2,2,1,1,0
"1185",5621,6,1,1,0.1667,0
"1186",5625,2,2,2,1,0
"1187",5638,1,1,1,1,0
"1188",5639,1,1,1,1,0
"1189",5640,6,4,2,0.6667,0
"1190",5642,4,4,1,1,0
"1191",5643,7,4,2,0.5714,0
"1192",5650,2,2,2,1,0
"1193",5652,19,6,1,0.3158,0.0769230769230769
"1194",5655,24,11,3,0.4583,0
"1195",5656,1,1,1,1,0
"1196",5659,3,3,2,1,0
"1197",5660,5,3,1,0.6,0.0133333333333333
"1198",5661,29,13,3,0.4483,0.0606060606060606
"1199",5662,9,4,2,0.4444,0
"1200",5667,5,2,2,0.4,0.05
"1201",5670,1,1,1,1,0
"1202",5680,67,38,3,0.5672,0
"1203",5682,2,2,1,1,0
"1204",5685,13,4,2,0.3077,0
"1205",5696,5,5,2,1,0
"1206",5697,10,4,3,0.4,0
"1207",5701,1,1,1,1,0
"1208",5703,2,1,1,0.5,0
"1209",5705,4,3,2,0.75,0
"1210",5706,11,3,1,0.2727,0
"1211",5712,2,2,1,1,0
"1212",5721,1,1,1,1,0
"1213",5725,10,7,2,0.7,0
"1214",5736,13,9,2,0.6923,0.027027027027027
"1215",5738,1,1,1,1,0
"1216",5740,1,1,1,1,0
"1217",5746,1,1,1,1,0
"1218",5760,1,1,1,1,0
"1219",5775,1,1,1,1,0
"1220",5776,3,3,1,1,0
"1221",5779,2,2,2,1,0
"1222",5796,18,13,3,0.7222,0
"1223",5797,6,5,3,0.8333,0
"1224",5798,1,1,1,1,0
"1225",5799,15,12,3,0.8,0
"1226",5803,26,10,3,0.3846,0
"1227",5807,2,1,1,0.5,0
"1228",5813,13,8,3,0.6154,0
"1229",5814,44,11,2,0.25,0.0087719298245614
"1230",5818,3,2,2,0.6667,0
"1231",5820,4,1,1,0.25,0
"1232",5827,1,1,1,1,0
"1233",5831,2,1,1,0.5,0
"1234",5832,5,2,2,0.4,0
"1235",5833,14,3,2,0.2143,0.0952380952380952
"1236",5834,28,10,3,0.3571,0.0125
"1237",5836,25,2,2,0.08,0
"1238",5838,1,1,1,1,0
"1239",5843,6,1,2,0.1667,0
"1240",5845,39,27,3,0.6923,0.0434782608695652
"1241",5848,58,31,3,0.5345,0.04
"1242",5851,3,1,1,0.3333,0
"1243",5856,15,9,3,0.6,2
"1244",5858,1,1,1,1,0
"1245",5863,19,14,3,0.7368,0
"1246",5873,1,1,1,1,0
"1247",5876,16,8,2,0.5,0.0212765957446809
"1248",5883,7,2,2,0.2857,0
"1249",5896,9,5,1,0.5556,0
"1250",5904,4,2,2,0.5,0
"1251",5912,28,10,3,0.3571,0.00485436893203883
"1252",5936,2,1,1,0.5,0.0555555555555556
"1253",5937,2,1,1,0.5,0
"1254",5940,4,1,1,0.25,0
"1255",5948,1,1,1,1,0
"1256",5950,5,5,2,1,0
"1257",5956,1,1,1,1,0
"1258",5957,18,5,3,0.2778,0
"1259",5958,1,1,1,1,0
"1260",5962,3,3,1,1,0
"1261",5966,2,2,2,1,0
"1262",5969,1,1,1,1,0
"1263",5980,1,1,1,1,0
"1264",5995,4,4,3,1,0
"1265",5996,3,2,2,0.6667,0
"1266",6007,8,5,3,0.625,0
"1267",6014,1,1,1,1,0
"1268",6019,2,1,1,0.5,0
"1269",6021,2,2,2,1,0
"1270",6028,13,6,2,0.4615,0
"1271",6029,14,6,1,0.4286,0
"1272",6037,1,1,1,1,0
"1273",6039,3,2,1,0.6667,0
"1274",6051,30,15,3,0.5,0.2
"1275",6052,7,2,2,0.2857,0
"1276",6057,6,2,2,0.3333,0.0555555555555556
"1277",6062,1,1,1,1,0
"1278",6065,1,1,1,1,0
"1279",6070,2,2,1,1,0
"1280",6077,3,2,2,0.6667,0
"1281",6080,52,23,2,0.4423,0
"1282",6085,2,1,1,0.5,0
"1283",6089,2,1,1,0.5,0
"1284",6092,23,1,2,0.0435,0
"1285",6096,135,26,3,0.1926,0.444444444444444
"1286",6098,26,1,2,0.0385,0.0714285714285714
"1287",6101,55,3,3,0.0545,0.25
"1288",6104,49,16,3,0.3265,0.0238095238095238
"1289",6109,1,1,1,1,0
"1290",6112,4,2,2,0.5,0
"1291",6113,2,2,2,1,0
"1292",6117,2,2,1,1,0
"1293",6122,1,1,1,1,0
"1294",6124,1,1,1,1,0
"1295",6132,5,2,2,0.4,0
"1296",6133,2,1,2,0.5,0
"1297",6143,3,2,2,0.6667,0
"1298",6147,3,2,1,0.6667,0.0833333333333333
"1299",6148,120,44,3,0.3667,0.0131578947368421
"1300",6150,1,1,1,1,0
"1301",6152,9,1,2,0.1111,0.00769230769230769
"1302",6153,2,1,1,0.5,0
"1303",6154,6,5,2,0.8333,0
"1304",6158,59,11,2,0.1864,0.0535714285714286
"1305",6160,6,3,3,0.5,0
"1306",6163,8,1,1,0.125,0
"1307",6166,3,2,1,0.6667,0
"1308",6167,5,1,1,0.2,0.0120481927710843
"1309",6171,5,2,1,0.4,0
"1310",6175,39,2,3,0.0513,0
"1311",6177,1,1,1,1,0
"1312",6179,4,3,1,0.75,0
"1313",6180,5,3,2,0.6,0
"1314",6190,8,4,3,0.5,0
"1315",6193,6,2,1,0.3333,0.1
"1316",6199,5,2,3,0.4,0
"1317",6203,139,12,3,0.0863,0.00302114803625378
"1318",6208,2,2,1,1,0
"1319",6210,2,1,1,0.5,0
"1320",6214,3,1,1,0.3333,0
"1321",6219,4,1,1,0.25,0
"1322",6226,2,2,2,1,0
"1323",6236,2,2,1,1,0
"1324",6242,10,7,1,0.7,0
"1325",6246,52,11,3,0.2115,0.2
"1326",6255,1,1,1,1,0
"1327",6258,1,1,1,1,0
"1328",6260,1,1,1,1,0
"1329",6264,1,1,1,1,0
"1330",6274,2,2,2,1,0
"1331",6284,4,2,2,0.5,0
"1332",6287,7,4,3,0.5714,0.111111111111111
"1333",6288,13,8,3,0.6154,0
"1334",6290,63,30,3,0.4762,0.0151515151515152
"1335",6294,25,3,2,0.12,0
"1336",6299,27,5,2,0.1852,0
"1337",6300,1,1,1,1,0
"1338",6305,12,2,1,0.1667,0.0303030303030303
"1339",6307,4,1,1,0.25,0
"1340",6309,8,7,2,0.875,0
"1341",6328,1,1,1,1,0
"1342",6329,2,2,2,1,0
"1343",6331,108,40,3,0.3704,0.0555555555555556
"1344",6337,6,6,1,1,0
"1345",6339,2,2,1,1,0
"1346",6348,16,2,2,0.125,0
"1347",6352,37,14,3,0.3784,0.0222222222222222
"1348",6357,4,2,1,0.5,0
"1349",6362,4,1,1,0.25,0
"1350",6363,1,1,1,1,0
"1351",6371,1,1,1,1,0
"1352",6379,1,1,1,1,0
"1353",6382,1,1,1,1,0
"1354",6384,6,2,1,0.3333,0
"1355",6391,1,1,1,1,0
"1356",6393,2,2,1,1,0
"1357",6394,7,3,2,0.4286,0
"1358",6401,4,2,3,0.5,0
"1359",6420,1,1,1,1,0
"1360",6425,1,1,1,1,0
"1361",6431,3,3,2,1,0
"1362",6432,8,4,2,0.5,0
"1363",6434,7,1,1,0.1429,0
"1364",6444,1,1,1,1,0
"1365",6445,3,1,1,0.3333,0
"1366",6447,14,9,3,0.6429,0.0133333333333333
"1367",6461,6,5,1,0.8333,0
"1368",6465,11,5,2,0.4545,0
"1369",6473,1,1,1,1,0
"1370",6480,1,1,1,1,0
"1371",6482,1,1,1,1,0
"1372",6500,5,4,3,0.8,0
"1373",6505,20,2,1,0.1,0.0161290322580645
"1374",6511,1,1,1,1,0
"1375",6520,1,1,1,1,0
"1376",6531,2,1,1,0.5,0
"1377",6539,17,1,1,0.0588,0
"1378",6541,1,1,1,1,0
"1379",6542,44,28,2,0.6364,0.0384615384615385
"1380",6546,18,9,2,0.5,0.142857142857143
"1381",6548,30,12,1,0.4,0.0114068441064639
"1382",6554,1,1,1,1,0
"1383",6566,1,1,1,1,0
"1384",6571,88,22,3,0.25,7
"1385",6582,6,1,1,0.1667,0
"1386",6583,1,1,1,1,0
"1387",6584,1,1,1,1,0
"1388",6588,1,1,1,1,0
"1389",6591,16,7,1,0.4375,0
"1390",6596,26,8,3,0.3077,0
"1391",6597,11,5,2,0.4545,0.0078740157480315
"1392",6599,1,1,1,1,0
"1393",6602,14,2,2,0.1429,0
"1394",6605,2,2,2,1,0
"1395",6609,6,4,2,0.6667,0
"1396",6617,8,5,3,0.625,0
"1397",6619,1,1,1,1,0
"1398",6621,20,8,2,0.4,0.2
"1399",6630,4,1,1,0.25,0
"1400",6635,2,2,2,1,0
"1401",6636,1,1,1,1,0
"1402",6638,2,2,2,1,0
"1403",6645,1,1,1,1,0
"1404",6652,13,2,2,0.1538,0
"1405",6655,4,1,1,0.25,0.0131578947368421
"1406",6656,10,7,3,0.7,0.004
"1407",6665,27,13,3,0.4815,0.08
"1408",6670,4,2,1,0.5,0
"1409",6672,238,20,2,0.084,0.0410958904109589
"1410",6673,6,5,3,0.8333,0
"1411",6674,1,1,1,1,0
"1412",6680,11,9,3,0.8182,0
"1413",6682,1,1,1,1,0
"1414",6690,12,1,1,0.0833,0
"1415",6698,3,1,1,0.3333,0
"1416",6701,5,1,1,0.2,0
"1417",6706,2,2,1,1,0
"1418",6714,3,2,1,0.6667,0
"1419",6718,1,1,1,1,0
"1420",6724,2,1,1,0.5,0
"1421",6725,1,1,1,1,0
"1422",6728,11,5,2,0.4545,0
"1423",6729,6,3,2,0.5,0
"1424",6731,1,1,1,1,0
"1425",6734,8,7,1,0.875,0
"1426",6735,1,1,1,1,0
"1427",6737,4,4,1,1,0
"1428",6738,4,1,1,0.25,0
"1429",6740,2,2,2,1,0
"1430",6747,4,2,1,0.5,0
"1431",6754,3,1,1,0.3333,0
"1432",6757,3,1,2,0.3333,0.00657894736842105
"1433",6765,1,1,1,1,0
"1434",6766,1,1,1,1,0
"1435",6767,25,11,2,0.44,0
"1436",6769,1,1,1,1,0
"1437",6770,1,1,1,1,0
"1438",6773,1,1,1,1,0
"1439",6778,3,1,1,0.3333,0
"1440",6792,13,12,2,0.9231,0
"1441",6793,2,2,2,1,0
"1442",6797,2,1,1,0.5,0
"1443",6798,1,1,1,1,0
"1444",6801,2,2,2,1,0
"1445",6805,4,4,2,1,0
"1446",6815,4,4,2,1,0
"1447",6817,2,1,1,0.5,0
"1448",6820,18,10,3,0.5556,0.0232558139534884
"1449",6823,5,5,3,1,0
"1450",6825,1,1,1,1,0
"1451",6827,1,1,1,1,0
"1452",6828,6,5,2,0.8333,0
"1453",6833,2,1,2,0.5,0
"1454",6839,18,13,3,0.7222,0.5
"1455",6840,4,3,1,0.75,0.0142857142857143
"1456",6842,5,3,2,0.6,0
"1457",6856,4,2,1,0.5,0.333333333333333
"1458",6863,4,3,2,0.75,0
"1459",6864,11,5,2,0.4545,0
"1460",6868,10,3,2,0.3,0
"1461",6876,2,2,1,1,0
"1462",6877,8,4,2,0.5,0
"1463",6878,3,2,2,0.6667,0
"1464",6880,139,46,3,0.3309,0.25
"1465",6892,1,1,1,1,0
"1466",6895,4,4,2,1,0
"1467",6900,1,1,1,1,0
"1468",6903,1,1,1,1,0
"1469",6904,4,2,1,0.5,0
"1470",6906,8,6,2,0.75,0
"1471",6908,61,34,3,0.5574,0
"1472",6909,6,6,2,1,0
"1473",6911,3,1,2,0.3333,0.0172413793103448
"1474",6918,39,18,3,0.4615,0
"1475",6927,19,12,1,0.6316,0.0227272727272727
"1476",6929,34,10,3,0.2941,0
"1477",6932,4,3,2,0.75,0
"1478",6938,1,1,1,1,0
"1479",6942,3,1,1,0.3333,0
"1480",6947,10,8,2,0.8,0.0128205128205128
"1481",6948,5,5,3,1,0
"1482",6951,33,10,3,0.303,0.0408163265306122
"1483",6961,16,12,1,0.75,0
"1484",6968,1,1,1,1,0
